C.D.S.  -  SIMBAD4 rel 1.8  -  2023.09.29CEST10:32:46

HD107259
--------

Object * eta Vir  ---  SB*  ---  OID=@1915328   (@@39666,2)  ---  coobox=15365

Coordinates(ICRS,ep=J2000,eq=2000): 12 19 54.3423981960  -00 40 00.466313196 (Opt ) A [0.5536 0.4312 90] 2020yCat.1350....0G
Coordinates(FK4,ep=B1950,eq=1950): 12 17 20.7183406206  -00 23 20.665275502
Coordinates(Gal,ep=J2000,eq=2000): 286.3987331467812  +61.1886853758347
hierarchy counts: #parents=0, #children=0, #siblings=0
Proper motions: -54.665 -17.642 [0.799 0.771 90] A 2020yCat.1350....0G
Parallax: 13.1692 [0.7356] A 2020yCat.1350....0G
Radial Velocity: 5.24 [0.19] A 2004A&A...424..727P
Redshift: 0.000017 [0.000001] A 2004A&A...424..727P
cz: 5.24 [0.19] A 2004A&A...424..727P
Flux U : 3.99 [~] C 2002yCat.2237....0D
Flux B : 3.92 [~] C 2002yCat.2237....0D
Flux V : 3.90 [~] C 2002yCat.2237....0D
Flux G : 3.815949 [0.003888] C 2020yCat.1350....0G
Flux R : 3.82 [~] C 2002yCat.2237....0D
Flux I : 3.82 [~] C 2002yCat.2237....0D
Flux J : 3.78 [~] C 2002yCat.2237....0D
Flux H : 3.76 [~] C 2002yCat.2237....0D
Flux K : 3.76 [~] C 2002yCat.2237....0D
Spectral type: A2IV C 1995ApJS...99..135A
Morphological type: ~ ~ ~
Angular size: 0.0017  0.0  334 (Opt )  D 2001AJ....122.3466M

Identifiers (48):
   HIP 60129                            Gaia DR3 3695061317957036928         ADS 4689 AB                        
   WISEA J121954.30-004000.7            TIC 66671861                         PLX 2840                           
   SBC9 1727                            SBC9 718                             * eta Vir                          
   * 15 Vir                             AG-00 1719                           BD+00 2926                         
   CCDM J12199-0040AB                   CSV 101264                           FK5 460                            
   GC 16813                             GCRV 7391                            GEN# +1.00107259                   
   GSC 04940-01158                      HD 107259                            HIC 60129                          
   HR 4689                              JP11 2206                            N30 2851                           
   NSV 5555                             PMC 90-93 328                        PPM 178753                         
   ROT 1807                             SAO 138721                           SBC7 459                           
   SKY# 23099                           SV* ZI 931                           TD1 16208                          
   TYC 4940-1158-1                      UBV 11070                            UBV M 18063                        
   uvby98 100107259                     WDS J12199-0040AB                    ** MCA 37                          
   Renson 31060                         * eta Vir B                          AKARI-IRC-V1 J1219543-004000       
   WISE J121954.33-004000.5             IRAS 12173-0023                      NAME Zaniah                        
   2MASS J12195437-0040002              WEB 10691                            Gaia DR2 3695061317956684160       

Bibcodes  1850-2023 () (242):
  2023AJ....165...41B  2021A&A...649A.112V  2021ApJS..254...42B  2021MNRAS.504.3730C
  2020AJ....159..233H  2020AJ....160....7T  2019A&A...623A..72K  2019ApJS..245....8P
  2019MNRAS.490.3158C  2018A&A...620A.172Z  2017AJ....154..115H  2016A&A...591A.118S
  2016ApJ...826..171G  2015A&A...574A...6A  2015A&A...580A..23P  2015ApJ...804..146D
  2015MNRAS.454.1086J  2015RAA....15.1857X  2014A&A...567A..26L  2013A&A...553A..95M
  2013MNRAS.429..119P  2012A&A...537A.120Z  2012A&A...544A..31V  2012A&A...546A..61D
  2012A&A...546A..69M  2012ApJS..199....8G  2012MNRAS.427..343M  2012MNRAS.427.2723J
  2011A&A...525A..26D  2011A&A...525A..71W  2011AJ....142....6B  2011ApJ...728..111O
  2010A&A...510A..54W  2010A&A...515A.111S  2010A&A...516A..28V  2010A&A...516A..29V
  2010AJ....139..743T  2010AJ....139.1975R  2010ChA&A..34..277X  2010MNRAS.404...86B
  2009A&A...498..961R  2009A&A...502..623R  2009AJ....137.3358M  2009ApJ...690L.110H
  2009JHA....40...31S  2008AJ....135..766M  2008AJ....136..312H  2008MNRAS.389..869E
  2008MNRAS.389..925T  2007A&A...463..671R  2007A&A...464..377F  2007A&A...474..653V
  2007A&ARv..14..217C  2007AJ....134.1089S  2007BASI...35...87R  2007BASI...35..359R
  2007MNRAS.382.1073M  2006A&A...446..723M  2006ApJ...652..681D  2006AstL...32..759G
  2005A&A...431..773R  2005A&A...442..365J  2005AJ....129.2420M  2005ApJ...629..507A
  2004A&A...413.1037K  2004A&A...424..727P  2004ApJ...616..562A  2004ApJS..152..251V
  2004BASI...32..311R  2004RMxAC..21...41H  2003AJ....125.2630H  2003PASP..115..609T
  2003PASP..115..807F  2002A&A...386..492R  2002A&A...393..897R  2002Icar..155..253M
  2002JAVSO..31...11H  2002JAVSO..31...63S  2002yCat.2237....0D  2001A&A...365..222G
  2001A&A...367..521P  2001BaltA..10..481B  2000AJ....119.1608K  2000AJ....119.3084H
  2000AstL...26..250O  1999A&A...341..121S  1999AJ....118.1073M  1999MSS...C05....0H
  1998A&AS..129..431H  1998A&AS..129..505B  1998A&AS..133..149M  1998ApJ...509..749H
  1998KFNT...14c.274K  1997A&A...323L..49P  1997A&A...326..655B  1997A&AS..124...75T
  1997A&AS..124..299C  1997AJ....114..850S  1997AJ....114.1623F  1997AJ....114.1639H
  1997PNAOJ...5....1Y  1996A&A...313..523B  1996A&A...313..873A  1996A&AS..117..227A
